iter	Logloss
0	0.6779212671
1	0.6627133831
2	0.6513208653
3	0.6372180461
4	0.6247626279
5	0.6122977556
6	0.5992970785
7	0.58579597
8	0.5716997967
9	0.5600048581
10	0.5487360231
11	0.538215846
12	0.5279882194
13	0.5192309517
14	0.5092431311
15	0.4991367318
16	0.4893713535
17	0.4800819612
18	0.472016739
19	0.4633641728
20	0.453824522
21	0.4449252893
22	0.4367330042
23	0.4289047639
24	0.4209199093
25	0.4120638503
26	0.4042902989
27	0.3980751908
28	0.3898317637
29	0.38237512
30	0.3764750475
31	0.3691895257
32	0.362900205
33	0.3576423532
34	0.3520030926
35	0.3454940882
36	0.3400681274
37	0.3353031251
38	0.3301254731
39	0.3252971941
40	0.3195083072
41	0.3135351839
42	0.3084957087
43	0.3043353937
44	0.3008325569
45	0.2958746955
46	0.2916470731
47	0.2871847186
48	0.2821616822
49	0.2776072357
50	0.2731514216
51	0.2676384502
52	0.2630800535
53	0.2589375327
54	0.2544186871
55	0.2512153634
56	0.2479227111
57	0.2441351439
58	0.2404230853
59	0.2369480574
60	0.2335913001
61	0.2299838478
62	0.226922249
63	0.2241343998
64	0.2212267505
65	0.2180329366
66	0.2153436834
67	0.2118833658
68	0.2083848309
69	0.2060650121
70	0.2035588469
71	0.2007579779
72	0.1980541292
73	0.1955869944
74	0.1932977295
75	0.1899994271
76	0.1880701894
77	0.185346215
78	0.1825061205
79	0.1795705655
80	0.1767005322
81	0.1745859019
82	0.1726446637
83	0.1698540266
84	0.1676684524
85	0.1656143096
86	0.1637513377
87	0.1618611905
88	0.1603594366
89	0.1581850372
90	0.1562618884
91	0.1544783609
92	0.1529045835
93	0.1509926948
94	0.1490839255
95	0.1474184337
96	0.1459897036
97	0.1440442963
98	0.1420299814
99	0.1407429507
100	0.1394691248
101	0.1379169768
102	0.1366812625
103	0.1349351698
104	0.1332854161
105	0.1320590533
106	0.1306751625
107	0.1294028396
108	0.1277297804
109	0.1264765759
110	0.1249823717
111	0.1237544042
112	0.1228120584
113	0.1214739659
114	0.120292807
115	0.1187231337
116	0.1175887441
117	0.1164489196
118	0.1155543069
119	0.1138545309
120	0.1125811119
121	0.1114793763
122	0.1103646138
123	0.1092911916
124	0.1080575813
125	0.1068666613
126	0.1059158764
127	0.104728694
128	0.103721024
129	0.1028037018
130	0.1017781663
131	0.1007030733
132	0.09968762732
133	0.09828738952
134	0.09743235813
135	0.09644814172
136	0.09563427123
137	0.09453870076
138	0.09344661129
139	0.09255108565
140	0.09160182052
141	0.0910716929
142	0.09027025176
143	0.08936756813
144	0.08855174366
145	0.08800971495
146	0.08682107144
147	0.08612460353
148	0.08523558624
149	0.08425461894
150	0.08377021951
151	0.08293730638
152	0.082062238
153	0.08135360289
154	0.0806795538
155	0.0800696771
156	0.07932190308
157	0.07867573613
158	0.07807169669
159	0.0773912433
160	0.07673609227
161	0.07581635127
162	0.07502025044
163	0.07443438157
164	0.07385679255
165	0.07326322981
166	0.07274873469
167	0.07222344612
168	0.07168164347
169	0.07115840173
170	0.0705048005
171	0.07003822569
172	0.06950928309
173	0.06906403944
174	0.06851439358
175	0.06803297729
176	0.06757727236
177	0.06682783256
178	0.0664228685
179	0.06594687206
180	0.0654060367
181	0.06461981102
182	0.06415102994
183	0.06365022085
184	0.06325526747
185	0.06271644005
186	0.06229182422
187	0.06180745098
188	0.06124802266
189	0.0607830618
190	0.06023236388
191	0.05975603072
192	0.05935352676
193	0.05888452024
194	0.05853574672
195	0.05811095922
196	0.05783151731
197	0.05729957531
198	0.05700037144
199	0.05648392984
200	0.05621767701
201	0.05577575664
202	0.05534725506
203	0.05488192201
204	0.05443751567
205	0.05400343219
206	0.05361779913
207	0.05329283186
208	0.05300379949
209	0.05266075851
210	0.05227227416
211	0.05182470622
212	0.05151045372
213	0.05107320608
214	0.05081205186
215	0.05054914186
216	0.05017558223
217	0.04983725107
218	0.04957841927
219	0.04923437949
220	0.04896195475
221	0.04858909383
222	0.0481987673
223	0.04780764265
224	0.04748096198
225	0.04719931717
226	0.04687827981
227	0.04659901256
228	0.04634512982
229	0.04609483418
230	0.04582685673
231	0.04546435492
232	0.04515830674
233	0.04487206347
234	0.0445459491
235	0.04435530909
236	0.04397867454
237	0.04367505918
238	0.04347085746
239	0.0432647701
240	0.04289273166
241	0.04266503388
242	0.04245393654
243	0.04226742238
244	0.04204104616
245	0.04178737811
246	0.04159606503
247	0.04142002668
248	0.04117509003
249	0.0410072678
250	0.04085435902
251	0.04066720156
252	0.04039325813
253	0.04011023866
254	0.03981475051
255	0.03960424426
256	0.03939330595
257	0.03921279893
258	0.03897905877
259	0.0386046824
260	0.0383375621
261	0.03810225248
262	0.03791452503
263	0.03774166691
264	0.03753100902
265	0.03730622716
266	0.03709676306
267	0.03692782628
268	0.03670083727
269	0.03641129887
270	0.03615895715
271	0.03588753511
272	0.03569047444
273	0.03550273767
274	0.03524924297
275	0.0351097165
276	0.03499435473
277	0.03475142013
278	0.03463106935
279	0.03432054602
280	0.03410510712
281	0.03390983498
282	0.03373531125
283	0.03353150508
284	0.03330398186
285	0.03312819095
286	0.03296727144
287	0.03280741205
288	0.03254819737
289	0.03241600832
290	0.03216663087
291	0.03200147684
292	0.03179384539
293	0.03170414723
294	0.03152472207
295	0.03139193155
296	0.0311661592
297	0.03091599312
298	0.03074217552
299	0.03061595404
300	0.03044267396
301	0.03031005721
302	0.03019846885
303	0.03009831762
304	0.0299181008
305	0.02975992842
306	0.0296019473
307	0.02948109021
308	0.02936668047
309	0.02914546634
310	0.02901678337
311	0.02886361685
312	0.0287701964
313	0.02857908167
314	0.02840772897
315	0.02826865383
316	0.02812134006
317	0.02796540171
318	0.02781594625
319	0.02767661109
