iter	Passed	Remaining
1661	142277	28934
1662	142360	28848
1663	142439	28761
1664	142525	28676
1665	142609	28590
1666	142688	28503
1667	142772	28417
1668	142854	28331
1669	142935	28244
1670	143016	28158
1671	143100	28072
1672	143183	27986
1673	143264	27899
1674	143344	27813
1675	143423	27726
1676	143506	27640
1677	143589	27554
1678	143669	27467
1679	143749	27380
1680	143844	27297
1681	143930	27211
1682	144024	27127
1683	144116	27043
1684	144197	26956
1685	144277	26870
1686	144359	26784
1687	144442	26697
1688	144521	26611
1689	144610	26526
1690	144695	26440
1691	144773	26353
1692	144860	26268
1693	144940	26181
1694	145024	26095
1695	145107	26009
1696	145190	25923
1697	145270	25837
1698	145352	25751
1699	145434	25664
1700	145517	25578
1701	145602	25493
1702	145684	25407
1703	145772	25321
1704	145878	25240
1705	145961	25154
1706	146044	25067
1707	146127	24982
1708	146210	24895
1709	146292	24809
1710	146372	24723
1711	146469	24639
1712	146554	24554
1713	146637	24468
1714	146721	24382
1715	146803	24296
1716	146886	24210
1717	146968	24124
1718	147048	24037
1719	147138	23952
1720	147222	23866
1721	147305	23781
1722	147386	23694
1723	147468	23608
1724	147549	23522
1725	147630	23436
1726	147714	23350
1727	147795	23264
1728	147879	23178
1729	147962	23092
1730	148046	23006
1731	148131	22921
1732	148228	22837
1733	148316	22752
1734	148399	22666
1735	148482	22580
1736	148563	22494
1737	148644	22407
1738	148730	22322
1739	148810	22236
1740	148892	22150
1741	148974	22063
1742	149054	21977
1743	149137	21891
1744	149228	21806
1745	149309	21720
1746	149389	21634
1747	149473	21548
1748	149555	21462
1749	149641	21377
1750	149726	21291
1751	149806	21205
1752	149889	21119
1753	149970	21033
1754	150056	20948
1755	150141	20862
1756	150228	20777
1757	150309	20691
1758	150391	20605
1759	150474	20519
1760	150555	20433
1761	150638	20347
1762	150721	20261
1763	150800	20175
1764	150882	20089
1765	150965	20003
1766	151049	19917
1767	151132	19831
1768	151218	19746
1769	151302	19660
1770	151385	19574
1771	151463	19488
1772	151547	19402
1773	151628	19316
1774	151711	19231
1775	151794	19145
1776	151873	19059
1777	151956	18973
1778	152038	18887
1779	152119	18801
1780	152204	18715
1781	152287	18630
1782	152369	18544
1783	152450	18458
1784	152534	18372
1785	152616	18286
1786	152699	18200
1787	152782	18115
1788	152865	18029
1789	152949	17943
1790	153030	17857
1791	153116	17772
1792	153205	17687
1793	153289	17601
1794	153372	17516
1795	153456	17430
1796	153536	17344
1797	153619	17258
1798	153701	17172
1799	153785	17087
1800	153883	17003
1801	153964	16917
1802	154047	16831
1803	154136	16746
1804	154221	16661
1805	154306	16575
1806	154388	16489
1807	154470	16403
1808	154552	16318
1809	154636	16232
1810	154719	16146
1811	154803	16061
1812	154884	15975
1813	154968	15889
1814	155051	15804
1815	155133	15718
1816	155217	15632
1817	155303	15547
1818	155423	15465
1819	155513	15380
1820	155595	15294
1821	155675	15208
1822	155755	15122
1823	155861	15039
1824	155944	14953
1825	156025	14867
1826	156105	14781
1827	156189	14696
1828	156276	14610
1829	156360	14525
1830	156443	14439
1831	156523	14353
1832	156606	14267
1833	156688	14182
1834	156770	14096
1835	156855	14011
1836	156938	13925
1837	157021	13839
1838	157107	13754
1839	157192	13668
1840	157277	13583
1841	157362	13497
1842	157445	13412
1843	157527	13326
1844	157610	13240
1845	157694	13155
1846	157777	13069
1847	157860	12984
1848	157947	12898
1849	158031	12813
1850	158110	12727
1851	158194	12641
1852	158274	12556
1853	158359	12470
1854	158442	12384
1855	158530	12299
1856	158610	12213
1857	158693	12128
1858	158776	12042
1859	158858	11957
1860	158944	11871
1861	159026	11786
1862	159110	11700
1863	159193	11615
1864	159278	11529
1865	159366	11444
1866	159450	11358
1867	159530	11273
1868	159611	11187
1869	159691	11101
1870	159774	11015
1871	159857	10930
1872	159942	10845
1873	160025	10759
1874	160125	10675
1875	160210	10589
1876	160292	10503
1877	160376	10418
1878	160464	10333
1879	160547	10247
1880	160628	10162
1881	160712	10076
1882	160791	9990
1883	160874	9905
1884	160957	9819
1885	161041	9734
1886	161123	9648
1887	161208	9563
1888	161288	9477
1889	161370	9391
1890	161452	9306
1891	161534	9220
1892	161615	9135
1893	161696	9049
1894	161778	8964
1895	161859	8878
1896	161941	8792
1897	162021	8707
1898	162102	8621
1899	162184	8536
1900	162266	8450
1901	162353	8365
1902	162433	8279
1903	162548	8195
1904	162630	8110
1905	162713	8024
1906	162795	7939
1907	162894	7854
1908	162977	7768
1909	163058	7683
1910	163140	7597
1911	163225	7512
1912	163308	7427
1913	163391	7341
1914	163475	7256
1915	163559	7170
1916	163642	7085
1917	163721	6999
1918	163804	6914
1919	163900	6829
1920	163987	6743
1921	164068	6658
1922	164151	6572
1923	164237	6487
1924	164319	6402
1925	164401	6316
1926	164485	6231
1927	164568	6145
1928	164648	6060
1929	164732	5974
1930	164814	5889
1931	164898	5803
1932	164982	5718
1933	165066	5633
1934	165150	5547
1935	165236	5462
1936	165321	5376
1937	165403	5291
1938	165490	5206
1939	165575	5120
1940	165661	5035
1941	165744	4950
1942	165828	4864
1943	165937	4780
1944	166029	4694
1945	166111	4609
1946	166193	4524
1947	166277	4438
1948	166360	4353
1949	166444	4267
1950	166528	4182
1951	166612	4097
1952	166699	4011
1953	166782	3926
1954	166865	3840
1955	166948	3755
1956	167041	3670
1957	167123	3584
1958	167208	3499
1959	167291	3414
1960	167374	3328
1961	167457	3243
1962	167539	3157
1963	167622	3072
1964	167704	2987
1965	167787	2901
1966	167871	2816
1967	167960	2731
1968	168046	2645
1969	168125	2560
1970	168209	2474
1971	168292	2389
1972	168375	2304
1973	168460	2218
1974	168543	2133
1975	168627	2048
1976	168707	1962
1977	168789	1877
1978	168867	1791
1979	168950	1706
1980	169033	1621
1981	169114	1535
1982	169195	1450
1983	169276	1365
1984	169356	1279
1985	169436	1194
1986	169518	1109
1987	169600	1023
1988	169683	938
1989	169765	853
1990	169846	767
1991	169925	682
1992	170007	597
1993	170092	511
1994	170175	426
1995	170257	341
1996	170338	255
1997	170419	170
1998	170501	85
1999	170583	0
