iter	Logloss
0	0.6787648297
1	0.6657836627
2	0.6512156556
3	0.6383656703
4	0.6222968486
5	0.6109993283
6	0.5995644358
7	0.5872047715
8	0.5746067884
9	0.5634331149
10	0.5508448161
11	0.5399587286
12	0.5285785336
13	0.5185001437
14	0.5086088341
15	0.4997479577
16	0.4913121385
17	0.4818435804
18	0.4710012812
19	0.4613729738
20	0.4509656794
21	0.4428790786
22	0.4347293944
23	0.4274552799
24	0.4195200878
25	0.4120173167
26	0.4024555406
27	0.3952202877
28	0.3888569139
29	0.3818711424
30	0.3762899408
31	0.3690027073
32	0.3630070385
33	0.3563674567
34	0.3483819946
35	0.3430307686
36	0.3366966163
37	0.3316852729
38	0.3254914114
39	0.3197379597
40	0.3152990294
41	0.3103522677
42	0.3060046272
43	0.3022172479
44	0.2973058044
45	0.2928161373
46	0.2878307506
47	0.2845726817
48	0.2798136835
49	0.2755202085
50	0.2711196692
51	0.2671631424
52	0.26373944
53	0.259311775
54	0.2555912873
55	0.2526184121
56	0.2492279199
57	0.245141644
58	0.2411800694
59	0.2380843056
60	0.2342488973
61	0.2303261054
62	0.2267761131
63	0.2243389625
64	0.2215304434
65	0.2191535752
66	0.215924166
67	0.212539804
68	0.2100729137
69	0.2069254854
70	0.2037671384
71	0.2007675192
72	0.1978341091
73	0.1948762719
74	0.1921056119
75	0.1890870426
76	0.1867288365
77	0.1835646237
78	0.1808832954
79	0.1790886591
80	0.1761477042
81	0.1736971334
82	0.1714305279
83	0.1688415004
84	0.1668190865
85	0.1644172303
86	0.162725427
87	0.1605990979
88	0.1582987431
89	0.1560887676
90	0.1537750559
91	0.1513319046
92	0.1494759217
93	0.1473520392
94	0.1455434152
95	0.1437793252
96	0.1419499242
97	0.1400646586
98	0.1382160268
99	0.1368127935
100	0.1352463825
101	0.1339046951
102	0.1322109988
103	0.1300845152
104	0.1287600053
105	0.1275654791
106	0.1262491366
107	0.1244886636
108	0.122855493
109	0.1213538569
110	0.1202111115
111	0.1187773012
112	0.1173185351
113	0.1164065654
114	0.1150041408
115	0.113720897
116	0.1127492865
117	0.1116870794
118	0.1104799679
119	0.1092475777
120	0.107688417
121	0.1064583001
122	0.1051927153
123	0.1040944599
124	0.1031367613
125	0.102216888
126	0.1013079563
127	0.1002867133
128	0.09942670093
129	0.09856045687
130	0.09756762934
131	0.09641533438
132	0.09535239643
133	0.09438374459
134	0.09346175631
135	0.09277361414
136	0.09158520641
137	0.09060954509
138	0.0897743609
139	0.08886183201
140	0.08763305267
141	0.08692482468
142	0.08623686945
143	0.08521237716
144	0.08447512173
145	0.08390229596
146	0.08321131216
147	0.08238655266
148	0.08157604478
149	0.08071029306
150	0.07995165988
151	0.07914959168
152	0.07849701639
153	0.07807129088
154	0.07741368417
155	0.07668298422
156	0.07589113713
157	0.07530775402
158	0.07481874144
159	0.07398960334
160	0.07330795238
161	0.07282461331
162	0.07231772538
163	0.07161359447
164	0.07123488182
165	0.07057104618
166	0.06996332813
167	0.06935976614
168	0.06896356585
169	0.06818232937
170	0.06779660561
171	0.06722456775
172	0.06688037033
173	0.0662364458
174	0.06568895882
175	0.06521157111
176	0.06469759027
177	0.06424877845
178	0.06362876207
179	0.06311491108
180	0.06259277776
181	0.06212741584
182	0.06150309115
183	0.06106758776
184	0.06077953232
185	0.06043854262
186	0.05997796836
187	0.05932209172
188	0.05892108978
189	0.05846538664
190	0.05812769939
191	0.05758752442
192	0.05723567446
193	0.05674735753
194	0.05631024056
195	0.05606571056
196	0.05573916872
197	0.05554284361
198	0.05523247031
199	0.05492328087
200	0.05453865559
201	0.05417777444
202	0.05381227105
203	0.05351748297
204	0.05309459552
205	0.05279472156
206	0.0524157142
207	0.05186879242
208	0.0514853977
209	0.05109837315
210	0.05081227963
211	0.0504880888
212	0.0502422658
213	0.04991210353
214	0.04954651608
215	0.04921477066
216	0.04906066107
217	0.04869414217
218	0.04843930824
219	0.04819305126
220	0.04791527828
221	0.04767482662
222	0.04737400613
223	0.04711238292
224	0.04678269113
225	0.04644445598
226	0.04613498359
227	0.04583703903
228	0.04567123263
229	0.04542360314
230	0.04510315013
231	0.04480042542
232	0.04456449646
233	0.04426771069
234	0.04388519624
235	0.04352999303
236	0.04330391973
237	0.04307851284
238	0.04271082845
239	0.04256993536
240	0.04230650811
241	0.0420603687
242	0.0419244659
243	0.0417065911
244	0.04151580963
245	0.04128233047
246	0.0409774352
247	0.04078610123
248	0.04047844875
249	0.04031046337
250	0.04009199129
251	0.03993190258
252	0.0396483271
253	0.03945699477
254	0.03924091813
255	0.0389674546
256	0.03874203523
257	0.03856891749
258	0.03836708733
259	0.03821255205
260	0.03802058011
261	0.03789223218
262	0.03775838861
263	0.0375618239
264	0.03727506767
265	0.03696166851
266	0.0366246483
267	0.03647583877
268	0.03627122619
269	0.03607836343
270	0.03589030496
271	0.03569963617
272	0.03550740036
273	0.03529528222
274	0.0351386686
