iter	Logloss
0	0.6568452514
1	0.618305044
2	0.586027304
3	0.5547568821
4	0.5232087294
5	0.4939563234
6	0.4702212427
7	0.4465082064
8	0.4257666377
9	0.4051287437
10	0.3854139021
11	0.36664601
12	0.3505376741
13	0.336252768
14	0.3214856465
15	0.3075960238
16	0.2954049495
17	0.2842698305
18	0.2712455666
19	0.2602803486
20	0.2506903391
21	0.2413642468
22	0.2332168351
23	0.2254996151
24	0.2181406111
25	0.211326186
26	0.2035681938
27	0.1963469909
28	0.1904091382
29	0.1851555593
30	0.1783678648
31	0.173352732
32	0.1675331511
33	0.1620296096
34	0.1573456799
35	0.1538768966
36	0.1502095249
37	0.1465137722
38	0.1425658606
39	0.138979919
40	0.1362283379
41	0.1326675479
42	0.1296133496
43	0.1269394112
44	0.1246592816
45	0.1223137485
46	0.1192310282
47	0.1170862922
48	0.1149250921
49	0.1131343968
50	0.1113569074
51	0.1094533978
52	0.1078850884
53	0.1060110547
54	0.1044199142
55	0.1028652098
56	0.1016357179
57	0.1006109128
58	0.09886630487
59	0.09768892712
60	0.09654791814
61	0.09440003668
62	0.0932750599
63	0.09230352329
64	0.09114274932
65	0.090018607
66	0.08891958091
67	0.08795964052
68	0.08723621761
69	0.08633340212
70	0.0849099285
71	0.08426960407
72	0.0835069272
73	0.08262738857
74	0.08180434076
75	0.08067323838
76	0.07980407135
77	0.07940805116
78	0.07825326796
79	0.07750602752
80	0.07707389974
81	0.07656857561
82	0.0761107925
83	0.07564157153
84	0.07517917342
85	0.07458865522
86	0.07383944433
87	0.07313330998
88	0.07219643416
89	0.07149279625
90	0.07080155706
91	0.0702824717
92	0.06980744648
93	0.06891872108
94	0.06858742461
95	0.06795236865
96	0.06764177652
97	0.06702113713
98	0.06673960663
99	0.06658694317
100	0.06610419266
101	0.06586147496
102	0.06561022315
103	0.06506227396
104	0.06431557816
105	0.06376152252
106	0.06349425448
107	0.06271978579
108	0.06189788658
109	0.06145202925
110	0.06109223381
111	0.06060535896
112	0.06000281044
113	0.0596449106
114	0.05936752138
115	0.05886130425
116	0.05862713254
117	0.05829660489
118	0.05786811037
119	0.05737235203
120	0.05725968576
121	0.05688054357
122	0.05667237565
123	0.05637740081
124	0.05579963684
125	0.05548215288
126	0.05517829948
127	0.05466905236
128	0.05452565944
129	0.05407433598
130	0.05385573156
131	0.05368758699
132	0.05320011348
133	0.05308981214
134	0.05258694599
135	0.05234869144
136	0.05193801179
137	0.05124757787
138	0.0505582706
139	0.05042517138
140	0.05027251395
141	0.05000887762
142	0.04991635709
143	0.04939411908
144	0.04928928451
145	0.04911766989
146	0.04882215139
147	0.04846896983
148	0.04809949354
149	0.04802138145
150	0.04780741619
151	0.04724558647
152	0.04693138886
153	0.04688860881
154	0.04657530161
155	0.04634914687
156	0.04615743344
157	0.04597965586
158	0.04582264555
159	0.04569677348
160	0.0454413283
161	0.04523913898
162	0.04501629543
163	0.04476967313
164	0.04460258459
165	0.04448478697
166	0.04421921106
167	0.04405995545
168	0.04390611479
169	0.04363945988
170	0.04350409882
171	0.04343996041
172	0.04325081172
173	0.04317427408
174	0.04295201702
175	0.04280758872
176	0.04255838938
177	0.04244743639
178	0.04205159142
179	0.04198553499
180	0.04185043205
181	0.04182143464
182	0.04159053287
183	0.0414516771
184	0.04102533467
185	0.04093637238
186	0.04081506207
187	0.04052007834
188	0.04014774751
189	0.03992196879
190	0.03962559302
191	0.03943179813
192	0.03935164632
193	0.03925774011
194	0.03892532624
195	0.03877517455
196	0.03864232115
197	0.03838954901
198	0.0379564128
199	0.03773616735
200	0.03761925124
201	0.0373995012
202	0.03715658846
203	0.03684429631
204	0.03655904941
205	0.03649524502
206	0.03630611642
207	0.03605608442
208	0.03598025165
209	0.03577185989
210	0.0357310099
211	0.03564351186
212	0.03554079327
213	0.03520156673
214	0.03511397891
215	0.03500416063
216	0.03492039872
217	0.03480433726
218	0.03471818069
219	0.03453844737
220	0.03431841979
221	0.03408097814
222	0.03393599057
223	0.03384654933
224	0.0337522665
225	0.03367812683
226	0.03360408147
227	0.03346495084
228	0.03340311589
229	0.03326560467
230	0.03317975872
231	0.03311762057
232	0.03290219648
233	0.03282946492
234	0.03280366676
235	0.03262861187
236	0.03250257059
237	0.03244754008
238	0.03225985611
239	0.03215840431
240	0.03195466155
241	0.03187095354
242	0.03172022038
243	0.03161177178
244	0.03155838832
245	0.03131131831
246	0.0312617528
247	0.03121952427
248	0.03117988158
249	0.03107763764
250	0.03101958739
251	0.03096609327
252	0.03081590459
253	0.03071203653
254	0.03063439317
255	0.03038525673
256	0.03024595452
257	0.03023037088
258	0.02997902329
259	0.02980256221
260	0.02975358438
261	0.0296950444
262	0.02962699099
263	0.02935188721
